dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0012,point_cluster,Ours-PC-P1,0.977439241355256,31.091702596934642,0.552171717365457,0.5977613928262144,2.986993738152917
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0012,point_cluster,Ours-PC-P2A,0.9783593171808792,31.087616186615552,0.5512760280263694,0.5977864677552134,2.9868684448250407
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0013,point_cluster,Baseline-Ours,0.9234843039510805,31.616465460425584,0.6005141123830342,0.3341516419313848,5.343410934512504
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0013,point_cluster,Ours-PC-P1,0.9153831890217359,31.654731457272064,0.599522178879478,0.3386929149273783,5.271765243935832
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0013,point_cluster,Ours-PC-P2A,0.915598750409404,31.653708813188896,0.5967078123063918,0.3337325949687511,5.350120318480291
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0014,point_cluster,Baseline-Ours,0.976409251735889,32.32651037756114,0.6299835279277524,0.33498492604121566,5.330119054556455
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0014,point_cluster,Ours-PC-P1,0.9518327310510143,32.43722301438382,0.6334841714682412,0.33222719794139266,5.374362930985697
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0014,point_cluster,Ours-PC-P2A,0.9399619709370367,32.49172671484122,0.6368402050936501,0.332090956158936,5.376567787130397
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0015,point_cluster,Baseline-Ours,1.0321203129085943,30.500794614764466,0.5587322539527895,0.6260582450777292,2.8519862989102327
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0015,point_cluster,Ours-PC-P1,0.9977950277385447,30.647684553525334,0.5728094458493549,0.6231769311707467,2.865172710945954
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0015,point_cluster,Ours-PC-P2A,0.9824818541792713,30.714852608547005,0.5787871153729988,0.6230424661189318,2.8657910726435696
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0016,point_cluster,Baseline-Ours,1.0031139071637523,31.38495212331362,0.5636245350081409,0.47870507603511214,3.7298738339480333
