dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Main Test,double_line_test_0014,double-line,Baseline-Ours,0.8436647269121138,26.516269028080846,0.40679036619551284,0.35330100925173613,5.5873625969511815
Main Test,double_line_test_0014,double-line,Ours-PC-P1,0.8326283760861962,26.573455954742087,0.4086985653758164,0.35629537771455944,5.540405427711471
Main Test,small_rect_edge_test_0000,small_rect_edge,Baseline-Ours,0.7016073588542429,31.427926825001286,0.6471040070217932,0.2028651855373755,9.730702877032412
Main Test,small_rect_edge_test_0000,small_rect_edge,Ours-PC-P1,0.6902592038800882,31.498746106683498,0.6507043501911356,0.2056474203709513,9.599054736487684
Main Test,small_rect_edge_test_0001,small_rect_edge,Baseline-Ours,0.6596080053345116,32.604310253036815,0.7223246943461236,0.24209882746916264,8.153781103337623
Main Test,small_rect_edge_test_0001,small_rect_edge,Ours-PC-P1,0.6784465513246523,32.482012886661664,0.7118268838788236,0.24530838895589113,8.047098808810825
Main Test,small_rect_edge_test_0002,small_rect_edge,Baseline-Ours,0.8341750962032821,28.509266629012412,0.4898296049541398,0.28016039528418335,7.046038190215598
Main Test,small_rect_edge_test_0002,small_rect_edge,Ours-PC-P1,0.8127238813921978,28.622408818645052,0.5015464361740046,0.2829694279935211,6.976092288681628
Main Test,small_rect_edge_test_0003,small_rect_edge,Baseline-Ours,0.8085220556899329,31.432260010674273,0.6746188332679565,0.29140071346890184,6.774248494655524
Main Test,small_rect_edge_test_0003,small_rect_edge,Ours-PC-P1,0.825603523958373,31.341463342448534,0.6642181705712639,0.2949732970446348,6.692201851273164
Main Test,small_rect_edge_test_0004,small_rect_edge,Baseline-Ours,0.7678053924326818,30.298845642713342,0.6193578070579784,0.30537316235248,6.46429053997784
Main Test,small_rect_edge_test_0004,small_rect_edge,Ours-PC-P1,0.7480539595070611,30.412027728230065,0.6237473570107048,0.311060253996402,6.346104393591497
