dataset,sample_id,family,model,NMSE,PSNR,SSIM,runtime,speedup_vs_BP
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0095,point_cluster,Baseline-Ours,0.9270633813790272,31.669423552528855,0.605632848068273,0.31992795411497355,5.580973823374634
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0095,point_cluster,Ours-PC-P1,0.9245203335334135,31.681353328290065,0.6009822209693534,0.31823669001460075,5.610633824778497
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0096,point_cluster,Baseline-Ours,1.0121816488583435,31.60795120665526,0.5924781488051539,0.45981269609183073,3.8831236119780352
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0096,point_cluster,Ours-PC-P1,0.9685269317455744,31.799418846267695,0.6027724507363778,0.4588163311127573,3.8915561984271805
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0097,point_cluster,Baseline-Ours,0.9393140482481276,31.34447441913622,0.5725575250310808,0.42358499323017895,4.215233225486839
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0097,point_cluster,Ours-PC-P1,0.9315757987776973,31.380400453666844,0.5746393082571973,0.42135572503320873,4.237534774544111
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0098,point_cluster,Baseline-Ours,0.9237327751328732,32.86110812714762,0.6581866883291324,0.3004944322165102,5.941905559151876
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0098,point_cluster,Ours-PC-P1,0.9279669971189812,32.8412462601172,0.6522183540201545,0.29923882498405874,5.966837817173581
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0099,point_cluster,Baseline-Ours,1.0018047183937777,31.962289864486365,0.6070652654257405,0.4224385318811983,4.226673000993206
Leave-One-Family-Out Focused OOD,leave_one_family_out_ood_0099,point_cluster,Ours-PC-P1,0.9745278440791694,32.082178008806196,0.6123525391866897,0.4210807459894568,4.2403020187633444
Random-ET OOD,random_et_test_00000,random_et,Baseline-Ours,1.11766153188596,30.08804822868715,0.41060750264545726,2.260087223025039,2.933666372063515
Random-ET OOD,random_et_test_00000,random_et,Ours-PC-P1,1.0953637633938391,30.175567549969088,0.4241958929141903,2.250562384026125,2.946082246455073
Random-ET OOD,random_et_test_00001,random_et,Baseline-Ours,1.1785284024987073,32.70252333626465,0.5454739703629408,1.7914550360292196,3.7010931063138477
Random-ET OOD,random_et_test_00001,random_et,Ours-PC-P1,1.174254436013319,32.71830205585533,0.5443259205215412,1.7892033469397575,3.705750883743576
Random-ET OOD,random_et_test_00002,random_et,Baseline-Ours,1.2227984152311442,29.888457843786984,0.38645089749964645,1.5320973198395222,4.327624491121398
Random-ET OOD,random_et_test_00002,random_et,Ours-PC-P1,1.2425395370006322,29.818904168396834,0.37385823388377604,1.528176775900647,4.338727029934942
Random-ET OOD,random_et_test_00003,random_et,Baseline-Ours,1.0327260582239768,27.35472618802151,0.30909078205206514,1.839866145979613,3.603708834258011
Random-ET OOD,random_et_test_00003,random_et,Ours-PC-P1,1.0419072519651424,27.31628686319275,0.3045532320398325,1.8377983649261296,3.6077635123946132
Random-ET OOD,random_et_test_00004,random_et,Baseline-Ours,1.412594246025019,26.917742716808526,0.17300652753444215,1.8720171579625458,3.541816834272641
