variant,sample_id,bin,nmse,ssim,mae,boundary_band_m
S05_concat_Mshell_delta_Pcyc,point_cluster_test_0001,large,1.0,0.8032215607954991,0.7624809145927429,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0001,small,0.41453087355574797,0.9133597582201851,0.4778849184513092,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0001,medium,0.331224011579497,0.9395807528943521,0.403048038482666,
S06_geometry_branch_bottleneck_concat,point_cluster_test_0001,large,0.3479305265583969,0.9349357032143772,0.4040454030036926,
S07_generic_film_middeep,point_cluster_test_0001,small,0.523763454072459,0.8894161022395307,0.5380265712738037,
S07_generic_film_middeep,point_cluster_test_0001,medium,0.4028203381048285,0.925442232431442,0.43792757391929626,
S07_generic_film_middeep,point_cluster_test_0001,large,0.4526133395966149,0.9140211956202503,0.4756868779659271,
S08_rsbfilm_middeep_default,point_cluster_test_0001,small,0.5304536721506905,0.8879462478593345,0.541500985622406,
S08_rsbfilm_middeep_default,point_cluster_test_0001,medium,0.4078240748948883,0.9244559596236801,0.44004026055336,
S08_rsbfilm_middeep_default,point_cluster_test_0001,large,0.4587329132203703,0.9127969522207152,0.47954073548316956,
